"Tracking Number","Invoice Number","Normalized Charge Code Name","Carrier Charge Code Name","Current Published Rate","Current Net Amount","Proposed Published Rate","Proposed Discount Percentage","Proposed Discount Amount","Proposed Net Amount","Difference ($)"
1Z3X914A0392107341,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",15.27,12.16,11.39,0.00,0.00,11.39,0.77
1Z3X914A0392107341,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0392107341,0000003X914A094,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0393997932,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",4.64,3.58,2.38,0.00,0.00,2.38,1.2
1Z3X914A0393997932,0000003X914A094,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0394401724,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",3.70,2.72,1.71,0.00,0.00,1.71,1.01
1Z3X914A0394401724,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,0.00,0.00,0,0,4.9
1Z3X914A0199083877,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",47.83,27.71,18.36,0.00,0.00,18.36,9.35
1Z3X914A0199083877,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge",5.85,5.85,5.85,0.00,0.00,5.85,0
1Z3X914A0199083877,0000003X914A094,"Residential Fee","Residential Surcharge",6.20,6.20,6.15,0.00,0.00,6.15,0.05
1Z3X914A0393972904,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",4.31,2.95,2.62,0.00,0.00,2.62,0.33
1Z3X914A0393972904,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0394054716,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",4.31,2.95,2.62,0.00,0.00,2.62,0.33
1Z3X914A0394054716,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0198167485,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",47.83,27.71,18.36,0.00,0.00,18.36,9.35
1Z3X914A0198167485,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge",5.85,5.85,5.85,0.00,0.00,5.85,0
1Z3X914A0198167485,0000003X914A094,"Residential Fee","Residential Surcharge",6.20,6.20,6.15,0.00,0.00,6.15,0.05
1Z3X914A0394852292,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",4.31,2.95,2.62,0.00,0.00,2.62,0.33
1Z3X914A0394852292,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0390545863,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",3.40,2.68,2.50,0.00,0.00,2.5,0.18
1Z3X914A0390545863,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0394921761,0000003X914A094,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0394921761,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",13.30,10.71,10.06,0.00,0.00,10.06,0.65
1Z3X914A0394921761,0000003X914A094,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0195960695,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",47.83,27.71,18.36,0.00,0.00,18.36,9.35
1Z3X914A0195960695,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge",5.85,5.85,5.85,0.00,0.00,5.85,0
1Z3X914A0195960695,0000003X914A094,"Residential Fee","Residential Surcharge",6.20,6.20,6.15,0.00,0.00,6.15,0.05
1Z3X914A0193817666,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",20.20,11.31,7.13,0.00,0.00,7.13,4.18
1Z3X914A0396845966,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",3.40,2.68,2.50,0.00,0.00,2.5,0.18
1Z3X914A0396845966,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0399330640,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",4.28,2.74,2.23,0.00,0.00,2.23,0.51
1Z3X914A0397371976,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",5.76,3.91,2.69,0.00,0.00,2.69,1.22
1Z3X914A0397371976,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397725432,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",5.96,3.67,3.10,0.00,0.00,3.1,0.57
1Z3X914A0397640792,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",2.50,2.50,2.50,0.00,0.00,2.5,0
1Z3X914A0397640792,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0398557550,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",2.27,1.71,1.71,0.00,0.00,1.71,0
1Z3X914A0196933632,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",17.33,10.08,6.73,0.00,0.00,6.73,3.35
1Z3X914A0196933632,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0392954775,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",3.84,2.46,2.01,0.00,0.00,2.01,0.45
1Z3X914A0390900782,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",4.52,3.27,2.89,0.00,0.00,2.89,0.38
1Z3X914A0390900782,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z4010270359345737,0000003X914A094,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,43.50,0.00,0.00,43.5,-2
1Z4010270359345737,0000003X914A094,"Declared Value","Declared Value",73.95,73.95,73.95,0.00,0.00,73.95,0
1Z4010270359345737,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",20.12,15.15,14.25,0.00,0.00,14.25,0.9
1Z4010270359345737,0000003X914A094,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0390667142,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",5.71,3.94,3.35,0.00,0.00,3.35,0.59
1Z3X914A0390667142,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z4010270360936346,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",11.59,7.13,5.47,0.00,0.00,5.47,1.66
1Z5736070369658339,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",3.20,2.49,2.34,0.00,0.00,2.34,0.15
1Z5736070369658339,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z8348170377607001,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",1.94,1.71,1.71,0.00,0.00,1.71,0
1Z3X914A0398572015,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",2.82,2.50,2.50,0.00,0.00,2.5,0
1Z3X914A0398572015,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z11WF630302830834,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",5.13,3.15,2.68,0.00,0.00,2.68,0.47
1Z11WF630302830898,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",5.73,3.52,2.88,0.00,0.00,2.88,0.64
1Z3X914A0390101850,0000003X914A094,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,40.00,0.00,0.00,40,1.5
1Z3X914A0390101850,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",15.63,12.69,11.75,0.00,0.00,11.75,0.94
1Z3X914A0390101850,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0390101850,0000003X914A094,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z8348170378501033,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",2.03,1.71,1.71,0.00,0.00,1.71,0
1Z8799640373157877,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",2.72,1.81,1.71,0.00,0.00,1.71,0.1
1Z8799640374872084,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",3.46,2.13,1.80,0.00,0.00,1.8,0.33
1Z8799640374311699,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",2.84,1.82,1.71,0.00,0.00,1.71,0.11
1Z8799640373672702,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",2.72,1.81,1.71,0.00,0.00,1.71,0.1
1Z8799640374191113,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",2.84,1.82,1.71,0.00,0.00,1.71,0.11
1Z8799640373742921,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",3.46,2.13,1.80,0.00,0.00,1.8,0.33
1Z11WF630302830914,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",5.35,3.29,2.80,0.00,0.00,2.8,0.49
1Z3X914A0392489528,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",5.71,3.94,3.35,0.00,0.00,3.35,0.59
1Z3X914A0392489528,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0396477739,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",6.78,4.82,3.61,0.00,0.00,3.61,1.21
1Z3X914A0396477739,0000003X914A094,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0399854129,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",5.19,3.89,2.63,0.00,0.00,2.63,1.26
1Z3X914A0399854129,0000003X914A094,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0391886510,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",5.71,3.94,3.35,0.00,0.00,3.35,0.59
1Z3X914A0391886510,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0391302917,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",8.81,5.42,4.61,0.00,0.00,4.61,0.81
1Z3X914A0392750879,0000003X914A094,"Additional Handling","ADDITIONAL HANDLING - LENGTH+GIRTH",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0392750879,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",17.40,12.66,10.00,0.00,0.00,10,2.66
1Z3X914A0392750879,0000003X914A094,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0393452494,0000003X914A094,"Additional Handling","ADDITIONAL HANDLING - LENGTH+GIRTH",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0393452494,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",17.40,12.66,10.00,0.00,0.00,10,2.66
1Z3X914A0393452494,0000003X914A094,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0391769834,0000003X914A094,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,40.00,0.00,0.00,40,1.5
1Z3X914A0391769834,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",15.63,12.69,11.75,0.00,0.00,11.75,0.94
1Z3X914A0391769834,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0391769834,0000003X914A094,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0393565087,0000003X914A094,"Additional Handling","ADDITIONAL HANDLING - LENGTH+GIRTH",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0393565087,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",19.26,13.80,10.40,0.00,0.00,10.4,3.4
1Z3X914A0393565087,0000003X914A094,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0394757109,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",8.81,5.42,4.61,0.00,0.00,4.61,0.81
1Z3X914A0394993925,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",8.36,5.14,4.35,0.00,0.00,4.35,0.79
1Z3X914A0391210614,0000003X914A094,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,40.00,0.00,0.00,40,1.5
1Z3X914A0391210614,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",15.63,12.69,11.75,0.00,0.00,11.75,0.94
1Z3X914A0391210614,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0391210614,0000003X914A094,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0391260801,0000003X914A094,"Fuel Surcharge","FUEL SURCHARGE",4.52,3.27,2.89,0.00,0.00,2.89,0.38
1Z3X914A0391260801,0000003X914A094,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0394046467,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",7.84,5.02,3.55,0.00,0.00,3.55,1.47
1Z3X914A0394430630,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",8.75,5.38,4.48,0.00,0.00,4.48,0.9
1Z3X914A0393430427,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",9.69,5.96,4.96,0.00,0.00,4.96,1
1Z3X914A0391803475,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",10.07,6.19,5.15,0.00,0.00,5.15,1.04
1Z3X914A0391009682,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",9.23,5.68,4.72,0.00,0.00,4.72,0.96
1Z3X914A0390624045,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",8.75,5.38,4.48,0.00,0.00,4.48,0.9
1Z3X914A0392829197,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",5.21,3.66,3.14,0.00,0.00,3.14,0.52
1Z3X914A0392829197,0000003X914A523,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,3.70,3.70,0.00,0.00,3.7,0
1Z3X914A0394705709,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",11.77,7.24,6.02,0.00,0.00,6.02,1.22
1Z3X914A0192595676,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",48.50,28.09,16.06,0.00,0.00,16.06,12.03
1Z3X914A0192595676,0000003X914A523,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0192595676,0000003X914A523,"Residential Fee","Residential Surcharge",6.20,6.20,5.80,0.00,0.00,5.8,0.4
1Z3X914A0396266172,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",4.54,3.86,3.23,0.00,0.00,3.23,0.63
1Z3X914A0396266172,0000003X914A523,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.15,7.15,7.15,0.00,0.00,7.15,0
1Z3X914A0396266172,0000003X914A523,"Residential Fee","Residential Surcharge",5.25,5.25,3.61,30.00,0.08,3.53,1.72
1Z3X914A0392118722,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",3.41,2.47,2.14,0.00,0.00,2.14,0.33
1Z3X914A0392118722,0000003X914A523,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0392687617,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",4.79,3.98,3.24,0.00,0.00,3.24,0.74
1Z3X914A0392687617,0000003X914A523,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.15,7.15,7.15,0.00,0.00,7.15,0
1Z3X914A0392687617,0000003X914A523,"Residential Fee","Residential Surcharge",5.25,5.25,3.61,30.00,0.08,3.53,1.72
1Z3X914A0394664147,0000003X914A523,"Address Correction","Address Correction Ground",19.50,19.50,21.00,0.00,0.00,21,-1.5
1Z3X914A0394664147,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",8.60,5.51,4.17,0.00,0.00,4.17,1.34
1Z3X914A0394664147,0000003X914A523,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,3.70,3.70,0.00,0.00,3.7,0
1Z3X914A0392510566,0000003X914A523,"Address Correction","Address Correction Ground",19.50,19.50,21.00,0.00,0.00,21,-1.5
1Z3X914A0392510566,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",3.65,2.62,2.27,0.00,0.00,2.27,0.35
1Z3X914A0392510566,0000003X914A523,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,3.70,3.70,0.00,0.00,3.7,0
1Z3X914A0359101454,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",2.66,1.85,1.57,0.00,0.00,1.57,0.28
1Z3X914A0392657784,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",4.81,2.96,2.22,0.00,0.00,2.22,0.74
1Z3X914A0392239575,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",4.78,3.06,2.22,0.00,0.00,2.22,0.84
1ZX0030W0370471036,0000003X914A523,"Declared Value","Declared Value",3.90,3.90,3.90,0.00,0.00,3.9,0
1ZX0030W0370471036,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",2.11,1.59,1.57,0.00,0.00,1.57,0.02
1Z3X914A0394929094,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",11.77,7.24,6.02,0.00,0.00,6.02,1.22
1Z3X914A0394754657,0000003X914A523,"Additional Handling","ADDL. HANDLING WEIGHT",34.50,34.50,36.00,0.00,0.00,36,-1.5
1Z3X914A0394754657,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",23.38,16.89,13.56,0.00,0.00,13.56,3.33
1Z3X914A0394754657,0000003X914A523,Demand,"DEMAND SURCHARGE-ADDL HANDLING",6.90,6.90,6.90,0.00,0.00,6.9,0
1Z3X914A0390686756,0000003X914A523,"Address Correction","Address Correction Ground",19.50,19.50,21.00,0.00,0.00,21,-1.5
1Z3X914A0390686756,0000003X914A523,"Fuel Surcharge","FUEL SURCHARGE",3.34,2.42,2.14,0.00,0.00,2.14,0.28
1Z3X914A0390686756,0000003X914A523,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,3.70,3.70,0.00,0.00,3.7,0
1Z3X914A0359163325,0000003X914A024,Chargebacks,"Chargeback Fuel Surcharge",5.09,3.39,2.87,0.00,0.00,2.87,0.52
1Z3X914A0390979912,0000003X914A024,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.96,4.86,3.61,0.00,0.00,3.61,1.25
1Z3X914A0390979912,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0390979912,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0393394100,0000003X914A024,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0393394100,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",13.29,10.51,9.63,0.00,0.00,9.63,0.88
1Z3X914A0393394100,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393394100,0000003X914A024,Demand,"DEMAND SURCHARGE-ADDL HANDLING",6.90,6.90,6.90,0.00,0.00,6.9,0
1Z3X914A0392510922,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",2.58,1.87,1.66,0.00,0.00,1.66,0.21
1Z3X914A0395529149,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",3.19,2.48,2.27,0.00,0.00,2.27,0.21
1Z3X914A0395529149,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0358465500,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",3.64,2.81,2.27,0.00,0.00,2.27,0.54
1Z3X914A0358465500,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0359396119,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",2.99,2.34,2.27,0.00,0.00,2.27,0.07
1Z3X914A0359396119,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397962373,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",3.44,2.70,2.42,0.00,0.00,2.42,0.28
1Z3X914A0397962373,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z7539010368183306,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",2.71,1.88,1.66,0.00,0.00,1.66,0.22
1Z5736070370142884,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",4.87,3.12,2.07,0.00,0.00,2.07,1.05
1Z3X914A0399932366,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",3.31,2.49,2.27,0.00,0.00,2.27,0.22
1Z3X914A0399932366,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397959190,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",3.75,2.70,2.27,0.00,0.00,2.27,0.43
1Z3X914A0397959190,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397316053,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",6.54,5.09,3.66,0.00,0.00,3.66,1.43
1Z3X914A0397316053,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z3X914A0397316053,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0391629593,0000003X914A024,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0391629593,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",13.82,11.80,10.65,0.00,0.00,10.65,1.15
1Z3X914A0391629593,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0391629593,0000003X914A024,Demand,"DEMAND SURCHARGE-ADDL HANDLING",6.90,6.90,6.90,0.00,0.00,6.9,0
1Z3X914A0395788039,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",6.73,5.22,3.66,0.00,0.00,3.66,1.56
1Z3X914A0395788039,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z3X914A0395788039,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0399236421,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.85,2.26,0.00,0.00,2.26,0.59
1Z3X914A0399236421,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0397578413,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",2.71,2.42,2.42,0.00,0.00,2.42,0
1Z3X914A0397578413,0000003X914A024,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0394159238,0000003X914A024,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0394159238,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",13.82,11.80,10.65,0.00,0.00,10.65,1.15
1Z3X914A0394159238,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0394159238,0000003X914A024,Demand,"DEMAND SURCHARGE-ADDL HANDLING",6.90,6.90,6.90,0.00,0.00,6.9,0
1Z3X914A0392450185,0000003X914A024,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0392450185,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",13.82,11.80,10.65,0.00,0.00,10.65,1.15
1Z3X914A0392450185,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0392450185,0000003X914A024,Demand,"DEMAND SURCHARGE-ADDL HANDLING",6.90,6.90,6.90,0.00,0.00,6.9,0
1Z3X914A0394087020,0000003X914A024,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0394087020,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",13.82,11.80,10.65,0.00,0.00,10.65,1.15
1Z3X914A0394087020,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0394087020,0000003X914A024,Demand,"DEMAND SURCHARGE-ADDL HANDLING",6.90,6.90,6.90,0.00,0.00,6.9,0
1Z3X914A0393220074,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",6.42,4.57,3.50,0.00,0.00,3.5,1.07
1Z3X914A0393220074,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0393183972,0000003X914A024,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0393183972,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",13.82,11.80,10.65,0.00,0.00,10.65,1.15
1Z3X914A0393183972,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0393183972,0000003X914A024,Demand,"DEMAND SURCHARGE-ADDL HANDLING",6.90,6.90,6.90,0.00,0.00,6.9,0
1Z3X914A0392631060,0000003X914A024,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0392631060,0000003X914A024,"Fuel Surcharge","FUEL SURCHARGE",14.05,11.95,10.76,0.00,0.00,10.76,1.19
1Z3X914A0392631060,0000003X914A024,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0392631060,0000003X914A024,Demand,"DEMAND SURCHARGE-ADDL HANDLING",6.90,6.90,6.90,0.00,0.00,6.9,0
1Z3X914A0392784011,0000003X914A024,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
